<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20220531,064000,33200.30,33206.89,33196.64,33202.97,197
20220531,064500,33202.39,33218.04,33200.14,33211.14,231
20220531,065000,33211.64,33218.04,33194.14,33201.64,151
20220531,065500,33202.90,33217.64,33202.24,33208.00,220
20220531,070000,33208.78,33211.35,33204.14,33207.64,150
20220531,070500,33207.01,33221.30,33207.01,33215.14,135
20220531,071000,33215.64,33217.04,33210.14,33211.30,99
20220531,071500,33211.14,33214.14,33204.14,33205.30,124
20220531,072000,33205.24,33207.24,33194.04,33195.30,155
20220531,072500,33195.97,33209.04,33194.14,33207.90,143
20220531,073000,33203.90,33216.35,33199.14,33208.14,231
20220531,073500,33208.30,33212.21,33198.04,33206.90,164
20220531,074000,33206.07,33210.64,33199.04,33209.24,138
20220531,074500,33209.35,33215.21,33205.64,33215.21,133
20220531,075000,33212.97,33228.44,33211.07,33225.14,127
